ASV Id,log2 (Fold Change),p value ,FDR adjusted q value,Contrast (which fractions are we comparing?),Kingdom,Phylum,Class,Order,Family,Genus,Cumulative relative abuncance in soil,Cumulative relative abuncance in root,Cumulative relative abuncance in shoot
ASV630,-0.983736231,0.311540881,0.506125043,Root-Shoot,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,0.00143363,0.000107375,0.000101829
ASV631,3.768295051,5.79E-06,5.20E-05,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,8.13E-06,0.000514893,9.84E-05
ASV632,-2.939665216,7.18E-05,0.000515306,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,8.13E-05,8.71E-05,0.000629146
ASV633,-1.500810996,1.35E-05,0.000113148,Root-Shoot,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,0.000827834,0.00013545,0.000329156
ASV634,-7.494527124,0.007880825,0.031486645,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,0,0.000456435,0.000136496
ASV6341,-0.891656943,NA,NA,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Angustibacter,1.95E-05,5.27E-06,8.60E-06
ASV635,2.351146464,0.010434268,0.039455772,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA,2.24E-05,0.000501548,9.56E-05
ASV6358,-1.314434315,0.672951756,0.808337364,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,0,8.66E-06,1.91E-05
ASV636,-3.590213544,0.004662911,0.020102588,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera,1.41E-05,8.28E-05,0.000675472
ASV637,-0.854752797,0.361505051,0.557676454,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,2.36E-05,0.000219613,0.000354903
ASV638,1.916112426,0.065610144,0.171130911,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,3.22E-05,0.000414172,0.000118657
ASV639,-2.733168997,0.003830054,0.01698073,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,0.0003693,0.000122222,0.000444724
ASV64,3.336687933,0.004008985,0.01759992,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,2.70E-05,0.00379209,0.0007942
ASV640,0.018944321,0.99060092,1,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,0.001758235,6.80E-05,3.19E-05
ASV641,0.994310271,0.358783057,0.55555592,Root-Shoot,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,0.000140438,0.000423571,0.000159706
ASV642,-1.159584585,0.363137893,0.558416665,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA,0.001700516,0.000100086,0.000110549
ASV643,0.980520891,0.352406084,0.549229197,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,5.89E-06,0.00041953,0.00017388
ASV644,3.350822681,0.000673989,0.003798513,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,6.12E-05,0.000462138,6.77E-05
ASV645,4.903032291,1.36E-05,0.000113546,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,0,0.000557722,5.34E-05
ASV646,-4.442584989,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0,4.87E-05,0.00043136
ASV647,-0.799472134,0.671062225,0.807321121,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pseudoduganella,0,0.000187587,0.000325673
ASV648,0.409900366,0.703154414,0.831110618,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Subgroup_2,NA,NA,0.000909883,0.000154602,0.000118521
ASV649,2.155574064,0.006552778,0.026986032,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA,0.000252917,0.000431837,9.18E-05
ASV65,0.978114476,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1.28E-05,0.004032193,0.001434763
ASV650,2.264360277,0.026976549,0.086471635,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,0.000154808,0.000396779,8.43E-05
ASV651,-0.945544762,0.335246059,0.531985286,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,2.25E-05,0.000269314,0.000380181
ASV653,-0.89459187,0.299467958,0.492252545,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,0.000900875,0.000134828,0.000172929
ASV654,2.675502069,0.003109684,0.01422753,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,9.17E-05,0.000464754,7.74E-05
ASV655,-1.589658901,0.006672583,0.027391869,Root-Shoot,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,NA,NA,0.000755749,0.000101422,0.000252725
ASV656,-1.745702357,0.083150263,0.204025925,Root-Shoot,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,0.00065419,0.00014887,0.000286805
ASV657,-1.538082922,0.261678321,0.452201196,Root-Shoot,Bacteria,Rokubacteria,NC10,Rokubacteriales,NA,NA,0.001814828,5.42E-05,5.18E-05
ASV659,2.249241649,0.002434349,0.01167672,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,1.86E-05,0.000520236,0.000112999
ASV66,-1.169416657,0.090734554,0.217517661,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,0.000361055,0.001821814,0.00350801
ASV660,-2.023765367,0.193553013,0.368583864,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,7.70E-05,7.27E-05,0.000572693
ASV661,0.165601852,0.855807829,0.932743605,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.00086286,0.000156554,0.000150214
ASV662,-34.48177037,7.15E-95,1.23E-91,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,0,0,0.000628487
ASV6620,-29.43778146,3.41E-21,1.55E-19,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,1.09E-05,0,1.72E-05
ASV663,3.535913314,0.030458663,0.094911698,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA,0,0.000470107,0.000119915
ASV664,5.432915434,1.10E-06,1.09E-05,Root-Shoot,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,7.75E-06,0.000545669,1.65E-05
ASV665,-10.23080241,2.52E-08,3.12E-07,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,5.69E-06,4.34E-05,0.000699492
ASV666,-0.336075698,0.469589081,0.651746903,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,0.000418594,0.000234677,0.000251959
ASV667,0.536067671,0.411758014,0.601275195,Root-Shoot,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,NA,NA,0.000503862,0.000248768,0.000165425
ASV668,-1.997265841,0.127947612,0.279674128,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067,0.001540542,0.000108287,6.65E-05
ASV669,-3.299229403,0.001015108,0.005435705,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,1.77E-05,8.30E-05,0.000641954
ASV67,1.445106106,0.254067803,0.443961844,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,7.00E-05,0.00183128,0.003463387
ASV670,10.73106188,6.16E-07,6.32E-06,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA,0,0.000479509,7.03E-06
ASV671,-0.375927803,0.626108554,0.775432774,Root-Shoot,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,0.000611252,0.000177498,0.000195168
ASV672,1.841430436,0.000447193,0.00265228,Root-Shoot,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,NA,NA,0.000478602,0.000354358,9.83E-05
ASV673,10.45908826,0.000335867,0.002064468,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,0,0.000686917,4.12E-06
ASV674,0.228670989,0.782736515,0.884698245,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,0.000509387,0.000283638,0.000185461
ASV675,35.8287205,2.30E-93,3.39E-90,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,0,0.000486673,0
ASV676,0.404077955,0.67714883,0.811539372,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,0.000291793,0.000276586,0.000199789
ASV677,-12.15289533,1.27E-11,2.38E-10,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,0,9.21E-07,0.00068147
ASV678,-1.448051093,0.061549727,0.162973178,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,0.001484277,7.94E-05,0.0001111
ASV679,-0.865860866,0.509728419,0.682196902,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter,0.000816252,0.00013211,0.000199012
ASV68,-3.175917065,1.91E-05,0.000154105,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,0.001213698,0.000556264,0.004424497
ASV681,0.733192442,0.32803468,0.523919185,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),NA,0.000307636,0.000292675,0.000155388
ASV682,-7.006295874,9.12E-18,3.21E-16,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthya,5.10E-06,8.95E-06,0.000679781
ASV683,3.309452535,0.009444503,0.036393994,Root-Shoot,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,0,0.000488888,5.32E-05
ASV684,1.315334108,0.192782684,0.367748509,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,0.00137341,0.000147123,7.28E-05
ASV685,9.936455032,3.85E-10,6.00E-09,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,0,0.000496077,1.70E-05
ASV686,-3.22048213,0.00791086,0.031534056,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,8.74E-05,8.76E-05,0.00056633
ASV687,-0.755351479,0.386303499,0.57979273,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,0.000807765,0.000127365,0.000195032
ASV688,-0.089405244,0.899324684,0.961144514,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.000646359,0.000178522,0.00017794
ASV689,-1.075192657,0.15160581,0.314247474,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,0.00041673,0.000148314,0.000300303
ASV69,-2.866409913,0.000120861,0.000820165,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.000532989,0.000423219,0.003919846
ASV690,-9.061041335,0.00268721,0.012659854,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,0,8.27E-06,0.000798123
ASV691,1.752690345,0.093774337,0.222981745,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,0,0.000473514,0.000166639
ASV692,-4.45336473,0.018527075,0.063680256,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,0.000326868,0.000106755,0.000525655
ASV693,2.656826945,0.0046509,0.020059193,Root-Shoot,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,7.10E-05,0.000498387,8.76E-05
ASV694,1.211329788,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,0,0.000322372,0.000288663
ASV695,-4.042329528,0.001152348,0.006085247,Root-Shoot,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,NA,NA,2.82E-05,5.28E-05,0.000561548
ASV696,5.23594714,8.16E-08,9.41E-07,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,8.41E-06,0.00048417,1.62E-05
ASV697,10.30646363,2.11E-13,4.93E-12,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,0,0.000500263,5.14E-06
ASV698,-0.134233735,0.856010332,0.932743605,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,1.02E-05,0.000280488,0.000266743
ASV699,-3.654432966,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pseudoduganella,0,0.000148558,0.00045271
ASV7,-7.343911106,1.14E-42,2.26E-40,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Xylophilus,0.000270207,0.000558512,0.030763618
ASV70,8.565261781,3.37E-21,1.54E-19,Root-Shoot,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,0.000299687,0.004172951,2.10E-05
ASV700,0.294185958,0.796109464,0.893640026,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,0.000764028,0.000157699,0.000125084
ASV701,0.48370833,0.662154072,0.802113587,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter,0.000931354,0.00014598,0.000115783
ASV702,-6.828307256,6.01E-09,8.07E-08,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,0.001407943,4.92E-05,0.000114314
ASV703,-12.46884076,1.49E-11,2.79E-10,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,0,1.81E-05,0.000519302
ASV704,-2.367818692,0.04738662,0.133605384,Root-Shoot,Bacteria,Acidobacteria,Holophagae,Subgroup_7,NA,NA,0.001591473,5.38E-05,0.000111199
ASV705,0.056888999,0.947010557,0.991346078,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,0.000225951,0.00029318,0.000225308
ASV706,-0.420635189,0.661902528,0.802032592,Root-Shoot,Bacteria,Latescibacteria,NA,NA,NA,NA,0.001289352,0.00011636,5.73E-05
ASV707,3.91542922,4.24E-05,0.000321974,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,1.17E-05,0.000438915,2.87E-05
ASV708,6.02885384,1.75E-07,1.95E-06,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,4.26E-05,0.000471997,4.37E-06
ASV709,3.135942866,0.002751513,0.012886232,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA,4.24E-06,0.000454483,4.74E-05
ASV71,1.540238909,2.81E-08,3.44E-07,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,0.000583183,0.0034151,0.001124262
ASV710,0.421151392,0.61772764,0.768026988,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,0.001133752,0.000127672,0.000140886
ASV711,0.194795835,0.867772236,0.940145517,Root-Shoot,Bacteria,Acidobacteria,Holophagae,Subgroup_7,NA,NA,0.000864292,0.000135561,0.00014495
ASV712,-7.250470704,6.01E-10,9.26E-09,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthya,0,9.21E-07,0.000647677
ASV713,-8.033859393,1.44E-07,1.61E-06,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,0,1.07E-05,0.000503564
ASV714,1.153736506,0.163561516,0.329875192,Root-Shoot,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,0.000105162,0.000394266,0.000170433
ASV715,1.763061189,0.007652422,0.030781344,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,6.76E-05,0.000388637,0.00012822
ASV716,-0.625248089,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0,4.94E-05,0.00054664
ASV717,-2.724477133,0.101920065,0.236779814,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,0.000171655,8.19E-05,0.000420312
ASV718,10.79769322,9.46E-06,8.15E-05,Root-Shoot,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,0,0.000168058,0.000546093
ASV719,5.573242347,7.82E-07,7.95E-06,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kutzneria,1.92E-05,0.000460523,2.06E-05
ASV720,0.873428015,0.528705409,0.698973369,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,A21b,NA,0.000862036,0.000163314,0.000107448
ASV721,0.915175773,0.128584636,0.28051861,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,0.000605249,0.00024317,0.000113598
ASV723,0.017696589,0.982317017,1,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,NA,0.000536691,0.000241184,0.000172127
ASV724,-0.86609462,0.380573898,0.574832183,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,0.001237621,9.34E-05,0.000158136
ASV725,-0.479333443,0.566066077,0.726793043,Root-Shoot,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,0.000678296,0.000139624,0.000174821
ASV726,4.483886034,3.70E-05,0.000284136,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,0,0.000463806,2.56E-05
ASV728,-0.221839196,0.87294664,0.943078724,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter,0.00101485,8.15E-05,9.90E-05
ASV73,0.958074539,0.327624515,0.523589689,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pseudoduganella,1.85E-05,0.003041321,0.001055515
ASV730,8.162988052,NA,NA,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,0,0.000452501,1.80E-05
ASV731,-45.03149807,1.85E-123,9.55E-120,Root-Shoot,Bacteria,Cyanobacteria,Oxyphotobacteria,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya_Es-Yyy1000,0,0,0.000613506
ASV732,-0.688404294,0.543702822,0.710598287,Root-Shoot,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,0.000734255,0.000114642,0.000161171
ASV733,-0.276137915,0.853568043,0.931066602,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.001160553,0.000108624,7.35E-05
ASV734,9.346326929,1.54E-09,2.23E-08,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,0,0.000466188,7.46E-06
ASV735,39.37715524,1.72E-132,1.77E-128,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinocorallia,0,0.000436891,0
ASV736,-7.900607002,6.85E-10,1.05E-08,Root-Shoot,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,4.83E-05,7.66E-06,0.000610592
ASV737,-5.91701504,5.47E-10,8.45E-09,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,0,1.51E-05,0.000594604
ASV738,3.354525979,0.053190081,0.145975333,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,0,0.000297071,0.000207279
ASV739,-0.292416376,0.701195187,0.829241362,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,NA,NA,0.001075145,5.88E-05,6.35E-05
ASV74,-4.006427876,8.15E-09,1.08E-07,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera,0.000226565,0.00031844,0.004546278
ASV740,2.681282658,0.113423595,0.255743082,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,0,0.000371109,0.000153705
ASV741,-13.65642628,1.95E-06,1.88E-05,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,0,4.36E-06,0.000566873
ASV742,35.4810568,1.64E-59,6.03E-57,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,0,0.000439498,0
ASV743,6.310993328,1.10E-12,2.36E-11,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,0,0.000468767,1.89E-06
ASV744,5.789824427,1.07E-08,1.39E-07,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,0,0.000445034,1.79E-05
ASV746,-0.517929522,0.783811234,0.88490202,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,1.62E-05,0.000186773,0.000313712
ASV747,-0.623901327,0.513490612,0.685452114,Root-Shoot,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,JGI_0001001-H03,0.000635808,0.000135295,0.000197616
ASV748,0.536026544,0.589496704,0.745660909,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,9.17E-05,0.000334261,0.00021317
ASV749,3.41038996,0.001726648,0.008724652,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,1.56E-05,0.000436701,5.31E-05
ASV75,-8.121765619,3.21E-21,1.47E-19,Root-Shoot,Bacteria,Proteobacteria,NA,NA,NA,NA,8.41E-05,0.000108596,0.005350562
ASV750,-0.789021628,0.251989109,0.441977834,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,0.000662747,0.000112804,0.000159342
ASV752,3.299844551,0.00568589,0.023912753,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,5.46E-06,0.000443527,3.62E-05
ASV753,1.425781689,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,0,0.00044613,0.000116649
ASV754,1.389742772,0.382456146,0.576115439,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,0.000916762,9.91E-05,3.82E-05
ASV755,-2.345383986,0.149648674,0.311947125,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,0,0.00013353,0.000355984
ASV756,0.054263493,0.949944906,0.993005992,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,0.000998745,0.000124098,7.92E-05
ASV757,0.077727196,0.939544129,0.987541642,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,NA,NA,0.000622929,0.000155065,0.000138062
ASV759,1.544464228,0.038177657,0.112696245,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,0.00037337,0.000286843,0.00010455
ASV760,-4.290582117,0.001630192,0.008286008,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,0,4.22E-05,0.000498757
ASV761,1.601274082,0.166458645,0.333824068,Root-Shoot,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,8.81E-05,0.000366805,0.000125298
ASV762,0.620255587,0.390501254,0.583544061,Root-Shoot,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA,0.000767673,0.000166783,0.000113299
ASV763,-8.282833454,6.46E-08,7.53E-07,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera,0,1.53E-05,0.000598964
ASV764,-0.391229004,0.644188815,0.789102591,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,0.000612828,0.000162598,0.000152941
ASV765,1.435906672,0.393131339,0.585437423,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,9.68E-05,0.000339626,7.11E-05
ASV766,5.278013861,6.80E-06,6.03E-05,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Pseudoflavitalea,0.000610048,0.000184524,0.000101305
